DISTRICT,DATE,COUNT
Richmond upon Thames,2017-03-01,1364
Richmond upon Thames,2017-04-01,1315
Richmond upon Thames,2017-05-01,1547
Richmond upon Thames,2017-06-01,1469
Richmond upon Thames,2017-07-01,1607
Richmond upon Thames,2017-08-01,1425
Richmond upon Thames,2017-09-01,1420
Richmond upon Thames,2017-10-01,1435
Richmond upon Thames,2017-11-01,1405
Richmond upon Thames,2017-12-01,1173
Richmond upon Thames,2018-01-01,1222
Richmond upon Thames,2018-02-01,1131
Richmond upon Thames,2018-03-01,1255
Richmond upon Thames,2018-04-01,1270
Richmond upon Thames,2018-05-01,1364
Richmond upon Thames,2018-06-01,1298
Richmond upon Thames,2018-07-01,1522
Richmond upon Thames,2018-08-01,1353
Richmond upon Thames,2018-09-01,1242
Richmond upon Thames,2018-10-01,1460
Richmond upon Thames,2018-11-01,1415
Richmond upon Thames,2018-12-01,1248
Richmond upon Thames,2019-01-01,1290
Richmond upon Thames,2019-02-01,1193
Richmond upon Thames,2019-03-01,1376
Richmond upon Thames,2019-04-01,1360
Richmond upon Thames,2019-05-01,1360
Richmond upon Thames,2019-06-01,1325
Richmond upon Thames,2019-07-01,1373
Richmond upon Thames,2019-08-01,1257
Southwark,2017-01-01,3229
Southwark,2017-02-01,3016
Southwark,2017-03-01,3403
Southwark,2017-04-01,3137
Southwark,2017-05-01,3475
Southwark,2017-06-01,3502
Southwark,2017-07-01,3792
Southwark,2017-08-01,3745
Southwark,2017-09-01,3496
Southwark,2017-10-01,3835
Southwark,2017-11-01,3740
Southwark,2017-12-01,3127
Southwark,2018-01-01,3323
Southwark,2018-02-01,3011
Southwark,2018-03-01,3254
Southwark,2018-04-01,3642
Southwark,2018-05-01,3715
Southwark,2018-06-01,3630
Southwark,2018-07-01,4071
Southwark,2018-08-01,3721
Southwark,2018-09-01,3558
Southwark,2018-10-01,4107
Southwark,2018-11-01,3852
Southwark,2018-12-01,3490
Southwark,2019-01-01,3567
Southwark,2019-02-01,3499
Southwark,2019-03-01,4116
Southwark,2019-04-01,3853
Southwark,2019-05-01,4026
Southwark,2019-06-01,4044
Southwark,2019-07-01,4072
Southwark,2019-08-01,3910
Sutton,2017-01-01,1179
Sutton,2017-02-01,1106
Sutton,2017-03-01,1241
Sutton,2017-04-01,1164
Sutton,2017-05-01,1417
Sutton,2017-06-01,1398
Sutton,2017-07-01,1230
Sutton,2017-08-01,1215
Sutton,2017-09-01,1284
Sutton,2017-10-01,1315
Sutton,2017-11-01,1165
Sutton,2017-12-01,1138
Sutton,2018-01-01,1256
Sutton,2018-02-01,1034
Sutton,2018-03-01,1177
Sutton,2018-04-01,1232
Sutton,2018-05-01,1160
Sutton,2018-06-01,1280
Sutton,2018-07-01,1375
Sutton,2018-08-01,1307
Sutton,2018-09-01,1173
Sutton,2018-10-01,1403
Sutton,2018-11-01,1281
Sutton,2018-12-01,1326
Sutton,2019-01-01,1339
Sutton,2019-02-01,1328
Sutton,2019-03-01,1411
Sutton,2019-04-01,1480
Sutton,2019-05-01,1565
Sutton,2019-06-01,1448
Sutton,2019-07-01,1508
Sutton,2019-08-01,1543
Tower Hamlets,2017-01-01,3396
Tower Hamlets,2017-02-01,3321
Tower Hamlets,2017-03-01,3619
Tower Hamlets,2017-04-01,3758
Tower Hamlets,2017-05-01,3817
Tower Hamlets,2017-06-01,3712
Tower Hamlets,2017-07-01,4290
Tower Hamlets,2017-08-01,3836
Tower Hamlets,2017-09-01,3557
Tower Hamlets,2017-10-01,3937
Tower Hamlets,2017-11-01,3449
Tower Hamlets,2017-12-01,3070
Tower Hamlets,2018-01-01,3606
Tower Hamlets,2018-02-01,3042
Tower Hamlets,2018-03-01,3534
Tower Hamlets,2018-04-01,4036
Tower Hamlets,2018-05-01,3999
Tower Hamlets,2018-06-01,4085
Tower Hamlets,2018-07-01,4371
Tower Hamlets,2018-08-01,4077
Tower Hamlets,2018-09-01,3862
Tower Hamlets,2018-10-01,4095
Tower Hamlets,2018-11-01,3889
Tower Hamlets,2018-12-01,3533
Tower Hamlets,2019-01-01,3658
Tower Hamlets,2019-02-01,3603
Tower Hamlets,2019-03-01,4294
Tower Hamlets,2019-04-01,3898
Tower Hamlets,2019-05-01,4173
Tower Hamlets,2019-06-01,4398
Tower Hamlets,2019-07-01,4504
Tower Hamlets,2019-08-01,4084
Waltham Forest,2017-01-01,2263
Waltham Forest,2017-02-01,2188
Waltham Forest,2017-03-01,2545
Waltham Forest,2017-04-01,2306
Waltham Forest,2017-05-01,2540
Waltham Forest,2017-06-01,2618
Waltham Forest,2017-07-01,2636
Waltham Forest,2017-08-01,2349
Waltham Forest,2017-09-01,2428
Waltham Forest,2017-10-01,2623
Waltham Forest,2017-11-01,2487
Waltham Forest,2017-12-01,2129
Waltham Forest,2018-01-01,2322
Waltham Forest,2018-02-01,2223
Waltham Forest,2018-03-01,2389
Waltham Forest,2018-04-01,2433
Waltham Forest,2018-05-01,2472
Waltham Forest,2018-06-01,2558
Waltham Forest,2018-07-01,2642
Waltham Forest,2018-08-01,2478
Waltham Forest,2018-09-01,2494
Waltham Forest,2018-10-01,2790
Waltham Forest,2018-11-01,2618
Waltham Forest,2018-12-01,2393
Waltham Forest,2019-01-01,2509
Waltham Forest,2019-02-01,2301
Waltham Forest,2019-03-01,2499
Waltham Forest,2019-04-01,2376
Waltham Forest,2019-05-01,2628
Waltham Forest,2019-06-01,2593
Waltham Forest,2019-07-01,2524
Waltham Forest,2019-08-01,2395
Wandsworth,2017-01-01,2215
Wandsworth,2017-02-01,2142
Wandsworth,2017-03-01,2532
Wandsworth,2017-04-01,2355
Wandsworth,2017-05-01,2734
Wandsworth,2017-06-01,2656
Wandsworth,2017-07-01,2899
Wandsworth,2017-08-01,2512
Wandsworth,2017-09-01,2523
Wandsworth,2017-10-01,2811
Wandsworth,2017-11-01,2645
Wandsworth,2017-12-01,2534
Wandsworth,2018-01-01,2511
Wandsworth,2018-02-01,2382
Wandsworth,2018-03-01,2437
Wandsworth,2018-04-01,2534
Wandsworth,2018-05-01,2692
Wandsworth,2018-06-01,2789
Wandsworth,2018-07-01,2998
Wandsworth,2018-08-01,2515
Wandsworth,2018-09-01,2542
Wandsworth,2018-10-01,2757
Wandsworth,2018-11-01,2668
Wandsworth,2018-12-01,2354
Wandsworth,2019-01-01,2565
Wandsworth,2019-02-01,2486
Wandsworth,2019-03-01,2629
Wandsworth,2019-04-01,2545
Wandsworth,2019-05-01,2684
Wandsworth,2019-06-01,2692
Wandsworth,2019-07-01,2839
Wandsworth,2019-08-01,2568
